Device,Title,ReviewText,SubmissionText,UserNickname
Galaxy-s7,Upgrade with Great Extras!,Bought this a few weeks ago and it's been a great addition. It runs much faster and has better graphics and screen.,2016-08-01T19:00:5,pianomusiclove
Galaxy-s7,GRAND CAMERA,I liked this phone and LOVE the front flash and the underwater functions. I just wished that they figured out the advanced calling for all carriers.,2016-08-01T16:51:4,ObiU
Galaxy-s7,Great phone,Great phone even better service!,2016-07-31T22:06:4,Khadijah
Galaxy-s7,Much faster,It is not that much different than the S4 but I did have some operational issues with the S4. I wish the font were bigger. It is fast and the battery 1 week out does seem to be lasting longer.,2016-07-31T21:44:3,jowr
Galaxy-s7,Really a treat,Love the phone so far. Looking forward to testing it out more.,2016-07-31T18:43:1,Treat
Galaxy-s7,Gallery,Having difficulty with FB pictures on gallery. I get a message \,2016-07-31T18:24:4,Ljaffoni
Galaxy-s7,Pretty good,"I used to have a Galaxy S3, moved to a Droid Turbo and am now back to the Samsung Galaxy S7.  So far I'm pleased.  It fits in my hand better than the Droid, which was big.  The button configuration is a little different but I'm getting used to it.  My main complaints are 1) the phone is so slim and compact it feels a bit \",2016-07-31T18:23:4,Ex Droid user
Galaxy-s7,Great Features,"I needed an upgrade. The salesman was Perfect, he did not misguide me (not that he could). I'm satisfied.",2016-07-31T18:20:0,Alljr
Galaxy-s7,Fast and reliable,So far so good. Performs up to my expectation.,2016-07-31T15:37:4,philgcif
Galaxy-s7,Easy to use,Just got it and still learning,2016-07-31T14:11:4,Dragons
Galaxy-s7,transiton good...phone working good,I didnt have any issues with transition. Phone is good...doesnt connect to my wifi right away...and have to disconnect and reconnect to b4 browsing.,2016-07-31T02:20:4,Mateo1989
Galaxy-s7,Pretty Nice!,"Upgraded from Moto x 2nd gen. It's a great phone- I love the themes, and it seems to do some great pictures. One thing it fails at though is voice control. On my moto I could say \",2016-07-31T00:38:4,Rhiow
Galaxy-s7,easy transition from old phone,I guess I need time to learn new things on the phone.,2016-07-30T22:37:5,kjy123
Galaxy-s7,"So far, so good",This is my eighth day.  I use very few functions.  The phone performs well so far.,2016-07-30T19:58:3,Jeff41
Galaxy-s7,4238025446,Do not like as much as I thought I would.  Screen is too small and print is too small.,2016-07-30T18:20:2,Dmcd1953
Galaxy-s7,Great features!,This is a very nice looking phone. I love the option to have themes on your phone!,2016-07-30T18:15:5,Cassie22
Galaxy-s7,"Great features, still getting used to all that I can do with it.","I just got my new phone 4 days ago.  I'm still getting used to all that I can do with it.  So far, I love what it is capable of doing.  There are a couple of apps that I won't use so will disable them.",2016-07-30T14:39:5,Jenny c
Galaxy-s7,Easy to use,I just really like the way it is easy to use and operate,2016-07-30T09:01:0,Apeman
Galaxy-s7,great features easy transition better voice clarity worse email tracking,need better product than Samsung S5 got it but email settings I cannot augment to sync all emails to my phone when I am away from home; otherwise very good phone upgrade and worth the money,2016-07-30T01:57:0,jbaronas1
Galaxy-s7,Excited to try th VR headgear,"I had the S5 before and i LOVED it so much!! Upgraded to the S7 as i heard they fixed all the issues from the S6 and im pretty happy with it! Its just like the S5 so no transitioning. I love the faster charging with a regular size charger though, and im super geeked to try the VR headgear!!",2016-07-30T00:58:3,ErinTimms
Galaxy-s7,great product,great product work great,2016-07-29T21:04:3,pottsville
Galaxy-s7,"Fast ,light",I like the phone and features hate that it does not have a removable battery and that the battery drains fast. The included quick charger is great in spite of it all I would still recommend this device.,2016-07-29T18:30:5,NJM84
Galaxy-s7,Great phone but has one little problem,I bought this phone about 2 weeks ago and its a great phone. The only thing that I dont like is sometimea that the screen will lock and then you can not unlock it and you have to do the factory mood restart or factory mood turn off that is the only problem that I have with the phone besides that its a great phone.,2016-07-29T15:22:3,Firekracker2014
Galaxy-s7,"A few oddities, but so far so good","There's no menu button, which is ODD and takes some getting used to. Other features are really good.  Battery seems to last a solid chunk of time.  GPS works better than my previous Samsung.",2016-07-29T09:40:2,KarenBH
Galaxy-s7,IM A HAPPY GIRL,"loved my Note 3 , but it was time to retire my friend, so I treated myself to the latest and greatest galaxy s7. im a happy girl and my note 3 can rest easy now........",2016-07-29T07:24:1,marinersgirl
Galaxy-s7,Love it.,The only part I didn't like was my stupidity and forgetting my password so I had to wait 24 hours to access my phone due to factory reset. But like I said it was my fault. I love it.,2016-07-29T01:43:1,Katie0913
Galaxy-s7,Ease of use,I've only had the phone for a couple of weeks and am impressed with the capabilities it has over my previous one.,2016-07-28T20:03:0,Joe Alvarez
Galaxy-s7,Easy to use.,I thought it would be more durable. Spouse had her S7 in her purse and screen cracked somehow.,2016-07-28T18:48:4,TN user
Galaxy-s7,Good Phone,Very fast and reliable phone. Only complaint is the excessive preloaded Verizon software.,2016-07-28T18:23:2,Pablo357
Galaxy-s7,It's better than the s4.,"I haven't had any problems with the battery like I've read on other comments but I'm also using power saving mode, so....",2016-07-28T04:07:2,SHELBY ROCCAFORTE
Galaxy-s7,phone works fine,product meets all my expectations,2016-07-28T02:03:3,rturpin
Galaxy-s7,Galaxy S7,"Purchased this phone a week ago. This is my third phone in the Galaxy series. As always, Samsung delivers a quality product.",2016-07-27T23:26:5,the_teed
Galaxy-s7,Updated,"I bought this phone about a month ago and for the most part I am happy with it but it's hard to believe an updated phone doesn't have software that supports the simplest thing as being able to use individual contact message tones, that is disappointing to me.",2016-07-27T23:10:5,Debmb
Galaxy-s7,Similar to S4,"Bought the phone a week ago, works good has a really great camera.",2016-07-27T20:47:4,jadbad2004
Galaxy-s7,Battery Drains Fast,"Battery life sucks, in standby it's fine but once you start using anything it dies down real quick. Everything else about the phone itself is great!",2016-07-27T20:25:0,subc0der
Galaxy-s7,nice phone,"nice phone, nice to be water proof, easy to use, nice to have wireless charging built in, CON no battery change by owner",2016-07-27T20:21:1,Ed G
Galaxy-s7,Miss my old s5,"Phone gets hot fast and battery dies much quicker than my older galaxies. Wish it had a removable battery. Other than that, great phone and awesome pics.",2016-07-27T20:20:3,Jarhead4me2
Galaxy-s7,"Great phone, besides one setting.",I love this phone besides the \,2016-07-27T20:14:5,EmiBee
Galaxy-s7,Love the s7 but.....,I upgraded from the s4.  Very disappointed that the menu button on the lower left is gone and replaced with \,2016-07-27T10:05:2,Musicgirl63
Galaxy-s7,UPGRADE FROM OLD PHONE,I BROUGHT THIS PHONE BECAUSE SAMSUNG HAS ALWAYS BEEN A GREAT PHONE FOR ME.,2016-07-27T01:24:3,SPICEY60
Galaxy-s7,7042153117,I love it still learning to use it,2016-07-27T00:59:0,Flyzone1957
Galaxy-s7,Samsung S7 Galaxy SE,"Like how fast it charges. Seems to use more battery juice than previous phone. Start at 98% AM and am at 28% by 4PM. Don't stream video. Just check-in on email, messages and FB. Maps if needed.  Love the photo quality but still not figured out how to see the photos in Gallery App.",2016-07-26T20:11:0,HBW16
Galaxy-s7,Better than s4 in many ways,Trying to figure out some apps and location. . Overall I'm happy with the Matteson Illinois reps. That solve dilemmas easily,2016-07-26T19:43:0,Corkboi42
Galaxy-s7,Great choice!,"Great rear 12mp camera, pretty good front facing camera, loving the gold sleek frame and the sound quality is amazing. Only disappointment was the size...wish the phone was a little bit bigger.",2016-07-26T19:19:3,Nini2486
Galaxy-s7,Comes in clutch,"The fast charging the approximate time of fully charge was more accurate. And would like a notifications when the phone is completely charged it just shows red light from when you plug it in even when it's at 100%, or just shuts off no green light. Speak is not that strong But other then that had the phone just about 2 weeks and like it would recommend it",2016-07-26T19:19:0,Sherry1972
Galaxy-s7,I do like the phone,It's not against the phone but galaxy has been missing a feature I miss from my galaxy s3.  The car mode where you can talk to your phone while driving send messages text etc,2016-07-26T15:40:4,lala8lele
Galaxy-s7,great phone but,"I love this phone, it's very easy to use . My only complaint about it is the case, I got one of the charging cases, it's convenient but not great for someone who is clumsy. I dropped my phone in the parking lot the day after I got it, the case flew off in separate directions and didn't protect my phone at all.",2016-07-26T02:55:1,Pemrick792
Galaxy-s7,Good phone,Met expectations. I'm satisfied,2016-07-26T00:12:2,Mary C
Galaxy-s7,Galaxay S7,I bought this phone and I am older and I don't understand a lot of options.  I don't like a book does not come with it and i have to take time to figure out on-line how to find what I want.,2016-07-25T23:26:2,Nickieis
Galaxy-s7,Transition from an S4 to a S7,I bought this a few weeks ago and find the changes mostly easily to transition.  The biggest complaint ( issue) I have with the newest Samsung is they have taken the frequent callers option on the home screen away.  It is now more steps to get to them.,2016-07-25T22:00:1,jmcopelec
Galaxy-s7,great phone,"had this phone for 1 week now, adjusted to it very easily from a windows phone",2016-07-25T20:38:4,Bostonslaw
Galaxy-s7,Nicely done,I enjoy the phone.  I am an Apple guy but I use this phone for work.  Just had it a few weeks but it is easy to work so far.,2016-07-25T16:55:4,Skipjulie
Galaxy-s7,Faster than my previous phone,"Good phone, easy to use",2016-07-25T13:56:1,bama54
Galaxy-s7,well advanced phone,better than the iphones,2016-07-25T13:40:4,Peggers59
Galaxy-s7,Good upgrade features from S5,"I love the fingerprint security, works better than I expected it to.  I love the Samsung Pay which was not available on the S5.  Waterproof is nice, even though I haven't tested that.  I don't like the fact that I can't turn up the volume without the juvenile reminder that raising the volume can damage my ears.  I also haven't noticed a marked increase in battery life over the S5 as was promised.",2016-07-25T13:26:4,RangerGiselle
Galaxy-s7,New but still familiar,"Bought my S7 about a week ago, feels very similar to my old S5. The camera is awesome, and I would have given it 5 stars, but reception isn't very good on it.  Signal drops a lot, even when connecting to my home WiFi network for Internet access.  Happy with the other features, though.",2016-07-25T10:39:5,Tair
Galaxy-s7,Love the new S7,Love the phone. Some calls are not so clear. Some calls from friends won't connect at all. Not sure if the phone Verizon service,2016-07-25T01:41:4,josepablo
Galaxy-s7,New phone is OK,No complaints so far.,2016-07-25T01:32:2,Judysapor
Galaxy-s7,Similar to tablet,"Love features are similar to the tablet, like saving Internet pages.",2016-07-24T23:03:2,FLshopper
Galaxy-s7,"Nice upgrade for Samsung, New to Verizon","Got a great deal at Target Mobile to switch to Verizon. Plus nice purchase incentives for the 7S.   Not quite clear on when the phone uses non wi fi data. It doesn't turn on automatically and can't seem to figure out the settings to adjust it. ALSO - I would have thought there would be a Verizon APP front and center to have access to all Verizon has to offer -verses uploading it later on. I have tried all the other major carriers .    From what I have seen of Verizon's website , I do like it and find it very user friendly. I have tried all the other major carriers .",2016-07-24T19:07:1,Dodgerzl
Galaxy-s7,As expected and advertised,Good decent phone.     As expected,2016-07-24T17:11:2,jenniferh
Galaxy-s7,Why do I have to write a review?,I don't like having to write reviews,2016-07-24T03:40:5,Karo48
Galaxy-s7,Easy transisition,"I've had my phone for a week and love the clarity of the camera. Easy to use and I just upgraded from a 4 to a Galaxy 7.  Has more memory, I love it.",2016-07-23T22:20:2,None ya
Galaxy-s7,Enjoying the smooth transition,Happy with the product,2016-07-23T21:04:1,Smilekiddo
Galaxy-s7,Easy transition.,"I really like the phone.  I was under the impression that it would hold a charge longer.  It's just a little better than regular smart phone.  However,  the turbo charging is a AWESOME!!!!",2016-07-23T20:58:0,BGnJam
Galaxy-s7,Samsung Galaxy S7,Bought it a week ago and at activation time it took two days to get messages to go to the phone. I miss the speech text that iPhone has. Other than that it's good.,2016-07-23T20:50:3,cjm2
Galaxy-s7,A new phone,"I bought this a few weeks ago and have found it to be more than my android I had for 6 years. It is an update and certainly has more to offer than I know how to use. I am learning through trial and error, videos on how to, others helping me. I do enjoy it more than I thought. In time, I will do a lot more and look forward to it simplifying my life.",2016-07-23T20:19:3,Dar47
Galaxy-s7,transion to S7 from S3,"My S3 finally died so upgraded to the S7 good in my area 91351 but the real test will be how it works in Westlake Village, CA 91361..  My S3 was lucky to have 1 bar so hope the S7 will have a stronger signal.  Will test it tomorrow.",2016-07-23T19:59:5,King nothing bert
Galaxy-s7,Does its job rather well,"Bought it a few weeks ago, only complaints are the tempered glass screen protector don't cover the whole screen, and they didn't have the otter box defender series case in the store... and that's a staple of these kind of phonest, they really need the otterbox...",2016-07-23T19:53:3,Bunnypurple51
Galaxy-s7,Nice!,Got it this week. Happy with quality of the screen and pictures. Don't like the edge sensitivity! Can't  wait  for case to get here.,2016-07-23T18:54:4,Skittles19
Galaxy-s7,Very fast. Great screen images,Very happy with phone took a little while to get use to the different commands my old S3 had. But love it now.,2016-07-23T16:35:5,rbq1
Galaxy-s7,Nice phone /fast and slick,"i like my new phone , its slim packed with functions and fast",2016-07-23T12:36:2,phone review
Galaxy-s7,galaxy S7 review,miss some of the features from the previous phone.,2016-07-23T05:44:5,tbdfitz20
Galaxy-s7,Samsung Galaxy S7 Edge,"Bought a week ago.  Really like the phone, but just don't drop it.  The screen cracks easily due to phone is very slick.  HIGHLY recommend phone be in a really good case.",2016-07-23T02:19:2,Noel59
Galaxy-s7,Was not as hard to transition from i-phone as i thought,Bought a couple weeks ago and easier to use than what i thought. Great phone. charges fast too',2016-07-23T01:20:3,Maddydaddy
Galaxy-s7,It's a nice phone,I like everything except the music player. It sucks! Bring the old one back.,2016-07-22T23:59:4,ashleymoreno
Galaxy-s7,easy transition from last phone,I'm happy that I decided to stick with galaxy instead of switching to iPhone as I had planned,2016-07-22T21:32:1,Chill64
Galaxy-s7,19374784691,I told all my friends and family,2016-07-22T20:04:2,faeds
Galaxy-s7,Great product,I bought this a month ago and it is a great product,2016-07-22T17:15:0,nickbeam2016
Galaxy-s7,Great overall phone,"Best phone I have had. great camera, smooth internet usage. great phone. I would prefer an easier messaging and call icon that seperates online messaging and sms but the one that is on there works great too.",2016-07-21T20:05:1,Gma306
Galaxy-s7,Overall good phone,"I am still having some issues getting the phone to do somethings my S5 did. Everyone tells me it is easy to use, but I can't get it to do things my S5 did. It may take some time. I've only had it a week.",2016-07-21T19:25:3,jshepperson2
Galaxy-s7,Hate grouped applications,"It is a nice phone, however, I hate the grouped applications and do not really understand the text message features or options - it is more confusing than my S5.  Nevertheless, it serves my purpose of answering the phone.",2016-07-21T18:38:5,Laquita Michelle
Galaxy-s7,I bought this product a week ago,Thanks for the great work that you all do,2016-07-21T15:45:2,gryffid48
Galaxy-s7,Features refined. Great new phone!,Upgraded from Galaxy S5. Features work more efficiently. Battery usage much better.,2016-07-21T10:58:5,Labyrinth2207
Galaxy-s7,Good phone,I love Samsung but I hate the battery life on the s7. It's supposed to be a big battery but it drains more than any of the others,2016-07-21T03:11:4,Rocky041060
Galaxy-s7,Good phone,"Still getting used to the new phone. So far, so good. Does everything I need. I don't get excited about phones any more.",2016-07-21T00:15:1,Redsharks
Galaxy-s7,Works fast when needed,Got the new phone a week ago and still trying to get everything to work like i want it,2016-07-20T23:59:5,JoelBeebe
Galaxy-s7,Easy to use,This has been a good transition phone for my mother in law.  Set up on easy mode has made it easy for her to use it without being overwhelmed with features.,2016-07-20T20:55:5,walt44
Galaxy-s7,It was an easy transition from my S4,I got this phone when I switched to Verizon and it's a nice phone but not as fantastic as the reviews would lead you to believe.,2016-07-20T19:34:2,koch04
Galaxy-s7,Quite similar so far to Galaxy S4,Still too new to me.,2016-07-20T19:11:5,RTE311
Galaxy-s7,Easy to use!,"I love my new phone!  It was an easy transition from my old phone, is light weight and easy to use!",2016-07-20T18:54:0,Talltree
Galaxy-s7,Great Transition to the new phone ....,one month in and all is well,2016-07-20T13:28:2,funsewfun
Galaxy-s7,Verizon review,Phone is fine. Has lag sometimes on keyboard.,2016-07-20T11:22:5,Donadee4u
Galaxy-s7,"Most features are an improvement over my gs5, but some I don't like at all!!","It is more difficult to rename photos. It is horrific to figure out how to transfer photos from ph to computer. (Hours with tier 2 tech support and they still couldn't help). No longer has back up log on. Time consuming to have to swipe first, then use password. Wish they had white.\r\nSound is louder. Speaker works (my gs5 never did).",2016-07-20T07:35:3,Lsteiny
Galaxy-s7,Love the look,I am sure the reason that I am frustrated is that I had the old phone so long.  There are a lot of changes and upgrades that are great and I am sure that once I figure them all out I am going to love this new phone.  The photo quality is so much better than the S5 and I love the look.  It seems really easy to use and getting use to the differences are a pain but oh so much better than before.,2016-07-20T05:33:3,RawCassidy
Galaxy-s7,Mys7,I've had it about 2 weeks and like it so far,2016-07-19T21:56:1,Lunghi76
Galaxy-s7,New S7,"I needed to get new phone. So far, so good.",2016-07-19T21:54:2,Nvwest2012
Galaxy-s7,Seems better than S5 but I think it's the network,Phone works really well but I am pretty sure a potato would work well on this network. Verizon is the best.,2016-07-19T21:21:5,genny18
Galaxy-s7,"Great Features, just wish the battery lasted longer, and didn't take so long to charge on a different charger than what it came with.","Bought this almost a week ago. Love the size, and love a lot of the features on it. Just wish the battery lasted longer, and that it would charge faster on a charging cord that didn't come with the phone. I have some 10 ft  long charger cords, and takes forever to charge my phone compared to other devices.",2016-07-19T18:43:2,paddy1223
Galaxy-s7,Great performing smartphone,"I wasn't in the market for a new phone, but when the charging port on my Note 4 got wrecked, I decided if I could upgrade, I'd get the latest and greatest Samsung phone. After about a week of having this, I know that was the right decision. It's a great Android device, syncing perfectly with everything I had right from the get-go. It's a smaller screen than I was used to, but nothing to complain about. The only reason I didn't give it 5 stars was because the battery can get REALLY hot with extended use. Certain media-heavy apps heat up the battery so much it's almost too warm to continue hanging on to. After a few minutes of downtime, though, it cools off. It also has an extremely long battery life (except when using Pokemon Go). It would be nice if the battery was more accessible in case I had to do any sort of manual shut off for issues that may arise, but it's something I can get over since I don't foresee issues anytime soon.",2016-07-19T18:23:3,Dagon
Galaxy-s7,I dont understand what you're looking for here.,"The device kept urging me to download messenger.  Thinking I had to have Messenger to receive messages thru Facebook, I did that. Now, every time someone texts me, I get 2 messages--one from the text and  one on Messenger.  Its  a nuisance to have to check each message twice.\r\nAlso I was disappointed that several apps that were not \",2016-07-19T14:41:0,Kjarcham
Galaxy-s7,Sound quality could do with a upgrade and video less than what I thought from Samsung,Happy yes indeed. A GREAT PHONE!! NO QUESTION.,2016-07-19T12:19:4,Ricardo7
Galaxy-s7,Phonenis pretty good,The samsung galaxy s7 and Iphone 6 both have their pros and cons. The iphone is a bit easier to use and get music on. The iphone also has the instant reply which I enjoyed. The samsung is a really fast phone and charges fast. The biggest reason why I got the Samsung Galaxy is for the micro sd card slot. The iphone simply didn't have enough space.,2016-07-19T11:00:2,MollieKH
Galaxy-s7,Sammy Does it Again,"Great premium product, exceptional features, updated UI, preloaded with good apps.",2016-07-19T10:53:0,Slide ruler
Galaxy-s7,A few basic problems,I'm having a difficult time touching on the letter and number pad exactly where I need to for them to work. Sometimes I have to press them hard and sometimes not. I'm going to need to go to the HELP page fairly often I think.,2016-07-18T20:00:4,Nini2486
Galaxy-s7,Nice. Capable fast,This is a business device. Will likely have few apps loaded and will be used mostly for email and photos. But it's nice. The Otterbein works well with it.,2016-07-18T18:47:1,King nothing bert
Galaxy-s7,Easy transition from my S6.,"Have had my S7 about a week. The transition from my S6 has been pretty easy & I'm a tech novice. My only complaint is I was told my apps I had downloaded on my S6 would transfer over & the app did but my information (lists, memos etc) didn't. But that made it just like previous upgrades. Oddly, half of my contacts didn't transfer either. Other than this I really like my phone.",2016-07-18T17:18:5,Donaco
Galaxy-s7,great phone,New and useful features to discover weekly,2016-07-18T15:47:2,ttfn92869
Galaxy-s7,7165987657,I enjoy my new Samsung photo,2016-07-18T09:23:3,Carter5258
Galaxy-s7,An easy transition.,"If Samsung had come out with a newer Galaxy Mini I would have bought that, but now I'm glad that they didn't. This phone rocks and has all the features that I need. The single rough point is the transfer of some Smemo files from the s4. They showed up in the new phone but I have not yet been successful in opening them. I like the water resistance since I did once drown a phone. Overall I am very happy with this purchase and this may become a five star review after I get more used to the phone. Stay tuned!",2016-07-17T23:34:0,mountain southpaw
Galaxy-s7,So far so good,"Good battery life, great camera.",2016-07-17T18:57:2,newuser12a
Galaxy-s7,"Great platform, horrible battery.","I've had the phone now for 2 weeks and I love how easy it is to use and the platform it runs on. I also really like all the added features. However, the battery is absolutely terrible. It doesn't even last a whole day with medium usage.",2016-07-17T18:46:0,Cait_0622
Galaxy-s7,Still getting used to it......,"I'm enjoying this phone, but am still getting used to it.  For some reason the keyboard seems smaller or w/ a different sensitivity.  I am constantly making typos, and that was not the case on the last phone.",2016-07-16T23:52:2,vawright
Galaxy-s7,Learning Curve,"I like the additional features of my Samsung over my previous smartphone.  I'm slowly making the transition, but I can tell that I will be able to use it even more as a mini-computer while I'm on the go.",2016-07-16T23:16:3,emmachance
Galaxy-s7,Good phone.,The galaxy 7 really hasorry no differences from the 6 other than the positioning of the lock button and camera so that I have to purchase a new case now.,2016-07-16T18:29:5,Detmer1
Galaxy-s7,Getting used to it.,"I bought the phone a week ago last Thursday.  After a few days, I was having issues.  Everyone said I was breaking up when I spoke with them on the phone.  While at work I kept getting a network error.  I was disappointed.  I was going to go back to the store.  Then I had a bright idea.  When in doubt, reboot.  That took care of everything.  My only complaint is that I lost my ringtones.  And trying to re-buy them is difficult.  A few things are different from my S3.  Overall, I really like my new phone!",2016-07-16T18:29:0,alexvdb
Galaxy-s7,Samsung,I got this a few weeks ago and like it for the most part. Can't use Google maps. It tells me I'm off line when I'm not on WiFi.,2016-07-16T17:25:5,Cpankoni
Galaxy-s7,samsung 7,I like my phone. Still learning how to use it. Good looking phone.,2016-07-16T15:33:0,sonora
Galaxy-s7,Better phone than s5,"This is a fast phone and seems very good. Still getting used to some of the app changes, but overall very happy.",2016-07-15T21:55:4,raquetballdon
Galaxy-s7,needs complete instructions on how to work this phone,"I would like to have some kind of instructions on how to use this new phone that I have. I'm completely lost on what it can do.  I need to know how all the apps work and how to send voice messages, and how to get the most out of my expensive phone.",2016-07-15T19:24:0,lee bee
Galaxy-s7,Reliable Choice,"It was time for my 2 year upgrade, so I selected the Galaxy S7 because I was afraid the Edge would be too fragile or complicated. I was searching for an upgrade to my S4 that wouldn't require me to learn a bunch of new stuff. I'm very pleased with the S7.",2016-07-15T18:55:0,theheatherly
Galaxy-s7,Great camara,I have tried a few different carriers and Verizon seems to be one of the better ones,2016-07-15T07:13:4,Rickaromia
Galaxy-s7,Love the phone---but,I have had this phone for a week and so far I love it. The only downside is the battery life. I have to charge it every day..and I don't even use it a lot everyday.,2016-07-15T05:10:5,catlady4
Galaxy-s7,New is GOOD,"New devices always work at its peak.  In previous devices, the more apps you install, the slower the device becomes.  This new S7 will be tested.",2016-07-14T21:28:5,Laweo
Galaxy-s7,Great phone and features.,Only downside has been getting contacts transfered from my old s5 to the new s7.\r\nReally like the s7 otherwise.,2016-07-14T21:25:3,Mike R
Galaxy-s7,Decent upgrade,"Only had the phone for a week, and I'm still adjusting to it. But so far it's a nice upgrade from my Samsung Galaxy S5.",2016-07-14T21:18:2,Bambarino71
Galaxy-s7,Great phone,I have had the Galaxy S7 for about a week.  It's a great phone.  I love the camera.  I'm still learning all the extra features. It's user friendly!,2016-07-14T19:28:2,Jaimecs
Galaxy-s7,Awesome phone,Had the s5 for lil over 2yrs n was time for upgrade...the s7 is easy transition ...I feel they r so similar .. just the s7 has more memory ..really enjoying it!,2016-07-14T19:23:1,Michelle russell
Galaxy-s7,Galaxy User,It was an easy transition from the Galaxy S5.  The battery life leaves a lot to be desired.  Does not last as long as I expected it should.,2016-07-14T14:46:5,susanc620
Galaxy-s7,Practically Seamless Transition,A few apps did not transfer bit they were easily downloaded since the app store saved which apps I had previously installed.,2016-07-14T14:42:4,Mlam0726
Galaxy-s7,Great phone,Upgraded from S5 to S7.. didnt take long to get use to.. love it. wish there were more otterbox options though!,2016-07-14T14:30:5,Ksmom06
Galaxy-s7,new galaxy 7 is great,I am so happy to upgrade our phones love them,2016-07-13T23:18:5,dinatay56
Galaxy-s7,New phone,Enjoying the new phone and the fact that it is faster then my old phone. Still learning things about it and it can be frustrating but all will be good once I fully understand it.,2016-07-13T21:57:2,rayjay24
Galaxy-s7,Its nice and great  apps and display,I just have couple days with it but  goes pretty good,2016-07-13T20:23:4,Jr1391
Galaxy-s7,S7,"Still getting used to it, but love it so far",2016-07-13T20:22:5,Bfgraz
Galaxy-s7,Galaxy S7,"love the camera, i still havent figured out the fingerprint security thing yet, love the new features especially the text messaging features.",2016-07-13T20:12:3,slider57
Galaxy-s7,Easy transition from my older model!,"I really enjoy the phone. I've had it for about a week, and I like that my apps don't have any trouble running well.",2016-07-13T19:51:5,JGarcia21
Galaxy-s7,Much the same as the S6,It is fine and works well,2016-07-13T19:45:3,Player2287
Galaxy-s7,First Samsung I've ever had and I really enjoy it!,"I love all the features on my new phone.  I've had a couple of other brand phones in the past, but was persuaded to try the Samsung S7.  What a great phone.  The only thing I miss is voice texting.  Maybe I just haven't found it yet!",2016-07-13T19:43:5,The General 1984
Galaxy-s7,Looks great,I love the look and the new features,2016-07-13T19:39:5,Tristero49
Galaxy-s7,Easy to use,So far it's a great phonw,2016-07-13T00:22:3,Skullz
Galaxy-s7,It's comparable to a lot out there,"I bought this phone on the 4th, under the pretenses that it was the best. The salesman convinced me to buy this one instead of the HTC 10 I was looking at. I like the phone. The battery power isn't what he professed it to be, & there are a lot of apps I wish I could get rid of (a reason I was leaning toward the HTC) that have been sending a lot of ads. The photo quality is great, & the phone is splash proof (I haven't fully submerged it). Those were 2 characteristics I was definitely wanting in my new phone. I loved my former phone, the HTC M8 & was sold on the HTC 10 before I even got there, but after having the S7, I have to say they are very comparable. I am a tad disappointed in the battery life, & the screen has been unresponsive a few times while playing games. But overall, I do like the phone & it does handle everything I'm using it for, for the most part.",2016-07-12T20:53:2,Brainsnbeauty
Galaxy-s7,Upgrade to S7,"No problems on the upgrade, just a little bit of a learning curve getting used to the new features of the S7.",2016-07-12T19:36:1,DF454
Galaxy-s7,I have never bought the newest latest and greatest phones but this phone is bang for your buck.,"I bought my phone about 10 days ago and so far it has been great for what I need. The new features areally pretty straight forward and easy to maneuver. My one thing is that the phone is super slippery and me being a clutz, I already dropped it. The screen which is advertised as shatter resistant is not and the screen protectors that you can put over it don't do a thing!",2016-07-12T19:32:4,HG2011
Galaxy-s7,Always a fan of android would never jump to the dark side of the apple,I got my S7 a week ago and i like it took some getting used to goin from a note 4. Not sure if my S7 has a glitch or what but when it's blacked out I hit the home button and nothing after a min or so it decides to open with the camera. I've also noticed the battery life is good but not as good as my note 4.,2016-07-12T19:31:5,Mikeb1951
Galaxy-s7,"love the new features, updated os",I dropped the phone taking it out of the shipping box and cracked the screen.  So much for tough water resistant qualities.,2016-07-12T14:47:3,Scurbow
Galaxy-s7,Best phone ever!,"Awesome phone, thanks Samsung",2016-07-12T11:59:3,Star_85
Galaxy-s7,Easy transition from my Motorola Droid,I just got the phone one week ago. I am still learning the many functions of the phone. I got the basic down and the phone Is user friendly. I like the fact that the battery last longer than my previous phone. I am not giving it a five star rating because I only had the phone for very short time,2016-07-12T02:17:4,duke tank
Galaxy-s7,First Smart Phone,"I am adjusting to my first smart phone. Many features that I like (i.e. conversation texting, email, apps). The three features that I don't like 1) the touch screen keyboard ( I prefer my old Samsung Zeal flip phone's real keyboard; 2) this phone is more fragile; and 3) the battery life compared to my old phone.",2016-07-12T01:50:5,Shineon409
Galaxy-s7,Samsung s7,Bought the phone a week ago.  Happy with it so far.,2016-07-11T23:15:3,Bighib76
Galaxy-s7,Would have been a 5,You can not move the apps ikon away from the edge. Other than that it's a good phone.,2016-07-11T20:03:5,Wrench567
Galaxy-s7,"Great features, but battery issues","I bought this a few weeks ago and while it is a nice looking phone, the battery gets really hot and drains very quickly - in half the time that my old S5 did.",2016-07-11T19:41:4,Fortes27
Galaxy-s7,Big upgrade from the S4!,Bought a week ago...love it!,2016-07-11T17:55:3,HFallllllll
Galaxy-s7,Was an easy process,"I got my phone about 2 weeks ago, the only issue I have is that the battery doesn't last very long need to recharge every night by 5:00 pm phone is at 15% I'm at work all day so I don't use my phone very often. Not happy with battery life.",2016-07-11T16:20:0,Toni Doll
Galaxy-s7,Miss my LG,"It's not bad, I bought the S7 for a 55\",2016-07-11T02:59:0,TheOilyDuckling
